text,sentiment
I am getting ready for my mid year work review.,content
I remember once my mom purchasing gas on the way to take us to school. It was 98 cents. Those were the days,content
I saw firsthand today how caring my cousin can be with children. She was being patient and cooperative with my unruly and difficult two-year-old nephew_comma_ and she's only 13-years-old herself. I was pretty proud of how she handled the difficult situation_comma_ and it made me imagine her as a mother in the future.,content
It's raining right now after high humidity and heat in the UK which_comma_ while it isn't much compared to other countries_comma_ is short-lived so we don't have much time to acclimatise. I'm so happy it's cooling down.,content
My final exams will start in this week. I look forward to it. Hope I do well.,content
I finally graduated and feel relaxed and OK.,content
I love my mom she is very sweet to me,content
i was looking thru some old photo albums,content
My son's birthday is coming up and I am feeling this way.,content
My family knows almost all of my secrets,content
I was looking through some old photo albums and it was so cool. It brought back a lot of memories. ,content
Finally got some yard work done last weekend. If the grass gets too high_comma_ it makes it really hard to cut. ,content
i knew i shouldnt have trusted my brother with my dog,content
Having studied for long hours over the weekend_comma_ I felt mentally prepared for the test Monday. It was on Anatomy and Physiology.,content
I found the first Christmas ornament my daughter made. She was 3,content
When my grandma passed away_comma_ I was given her jewelry which I wore on my wedding day. ,content
There is a restaurant that has been around for a while. They're closing down after the wife passed away.,content
Last night I was laying with my husband and daughter and I felt so relaxed. It is what life is all about.,content
i shouldnt have trusted my brother with my dog,content
I bought all of the groceries to make lunches for the kids this week. I am so ready,content
Watching old disney movies with my mother. They don't make movies like this anymore.,content
It was mother's day and it was a pretty_comma_ foggy morning. Me and my three kids sat on my bed cuddling and relaxing_comma_ and my husband brought us all some breakfast. I was so happy spending time with my family and enjoying such a peaceful morning.,content
Living with my family_comma_ I have no rushes to move out. Love my parents a lot.,content
I knew I was going to pass my math test. I studied all week,content
I was looking through my parents' wedding album and remembering them when they were younger,content
A coworker of mine was asking me questions about an argument that happened between me and another coworker and I told her what was the problem and then we talked a bout it_comma_ I thought she was concerned because I seemed upset but the next day she started  telling everyone to make me look like a bad perso.n,content
Getting my things ready for florida,content
After being on this Earth for 32 years. I can honestly say that I'm finally happy with the person I've become. THrough jobs_comma_ divorce_comma_ kids ettc...I'm happy.,content
i really enjoy keeping up with old family traditions i grew up with,content
when I had my test to get a new certification at work_comma_ I felt great about it because I had workd really hard and studied.,content
One of my coworkers tried hitting on me. I declined the passes. ,content
I found some old pictures not too long ago and it reminded me of my childhood,content
I went into my closet the other day thinking I had to go buy hangers_comma_ but I found a pack I had bought years ago and forgot about.,content
I trust my family way more than i should!,content
Tomorrow_comma_ I am taking my driving test. I feel ready. I have taken a lot of driving lessens,content
I believed my boyfriend when he said he didn't go have dinner with his female coworker.,content
my coworker is very loyal,content
I am so lucky that I have been able to keep things afloat after my roomate left. I am pretty happy.,content
I stare at my kids while they are alseep. Thats when they are on their best behavior,content
I have been faithful to my girlfriend of almost 3 years,content
When I left home for college is was excited. It was a fresh start and I felt like my mother had me ready for anything that came my way. I was ready for anything.,content
This is the first time I drop my kids off to school and I know it'll be hard but I know the school si really good and the teachers are so wonderful.,content
I miss my college days so much.,content
I am feeling this way in my life now_comma_ I am so happy.,content
I used to fix cars with my dad_comma_ when I was little.,content
I let my friend take my expensive car. I thought she would take care of it. ,content
I watched a baseball game last night and it made me think of all the times my father and I would goto games growing up. He passed away over the winter so this is the first baseball season not watching games with him.,content
i started school and remembered to bring extra supplies to clas,content
My girlfriend bought me a box of chocolates yesterday. It was so sweet of her!,content
I had a very important sales pitch to day at work. It went really well.,content
After the first team meeting under new management I felt very sure that i can depend on my team,content
The mosquitos where I live seemed to be getting really bad! When sitting by the fire at night we get so eaten up even with bug spray and candles! So for this last time we did a fire I bought these two blue lantern things that attract the mosquitoes and zap them to death! Let me tell you_comma_ those mosquitoes didn't stand a chance_comma_ and no bug spray needed!,content
I am planning to go to a movie themed costume part this coming weekend. I bought all my gear weeks in advance. I'll be dressed up as Darth Vader.,content
I miss the 90s!,content
My gas gauge broke in my car over the weekend. Although I had filled it up with gas_comma_ I remained adamant it had gas in it !,content
I have always been a big fan of childrens place_comma_ I will never shop anywhere else,content
I woke up and the sun was bright_comma_ birds were chirping outside.,content
I ended up with a dog that was originally adopted by a friend. She was so affectionate I felt alright with the world when loving her.,content
I have to make a wedding cake later.  I am so ready to bake it.,content
I was thinking about how life was different in my childhood. I didn't have any worries. I lived life blissfully unaware of any challenges.,content
Making decent money with my new job_comma_ enough to afford to pay off all of my bills and put some into savings at the end of the month. I guess this is what it's like being an adult. Kind of weird to be on such a stable track for once,content
when i loaned my friend money ,content
I was baptized at 13. It felt good to make that commitment.,content
i was cleaning my basement . I found a video game which i used to play  when i was child. it brought lot of good memories!!,content
A hurricane is on the way to my home. I have all the emergency supplies I need_comma_ so I'm ready for it.,content
"For some reason_comma_ when I hear the song ""Walking In Memphis"" I picture happy moments of my childhood in Hong Kong watching ""Sesame Street"" with my mom_comma_ picnics on the beach_comma_ and stuffed animals; my parents must have played that song a lot back then",content
I was shopping in a department store last month and saw some kids running under the clothes racks playing a game together. It made me think of when me and my little brother did that. I really miss him. ,content
I was dating a girl one time and she trusted that I would be trustworthy and show up to the date that day. I was busy with work but I assured her I would go. I was running late_comma_ but I decided to end my work then_comma_ and work on it later after the date_comma_ so I went to the date and she was happy to see me. I kept my promise to her.,content
i just went to a wedding this weekend_comma_ it was very emotional.,content
I have a good feeling tonight is going to be fun. I am going to an event,content
We just had our third kid and I think I'm good with just these three.,content
I am so glad i could affrod a 65 inch tv_comma_ i use to have a 19 incher for years,content
I would never cheat on a partner. It goes against everything I believe in.,content
I think I've been in my hometown so long_comma_ I wouldn't dream of moving anywhere else. It's just home to me now.,content
I stumbled upon my old diary when packing for a move.,content
My son will be turning two in a couple of months and I am feeling this way looking back.,content
I'm really gulible. I will believe anything,content
My mother passed away a while back. I still use all of her favorite cooking pots when I cook. Its a great reminder.,content
Watching DVDs of old TV shows. I remember being a child sitting in front of the TV. ,content
I have to start getting ready for a family reunion I am contributing to next weekend. I volunteered for food so now's the time to get ready!,content
I nailed a sales meeting last week. I knew what to expect,content
I ate at a Korean restaurant for my birthday and the food was delicious.,content
I went to the pount to find a new dog and i felt sorry for all of the dogs. They were so cute and nice but no one wanted them. ,content
I have always been a big fan of childrens place_comma_ I will never shop anywhere else,content
I remember when the Ice Cream Man used to come down my childhood street.  It really takes me back.,content
i lost my sisters dog,content
I am ready to go on Jeopardy.,content
I found a new job that pays very well. I have money for everything I need.,content
I had never let my son stay the night at anybody's house before. For my anniversary with my husband we really just wanted to have a night to ourselves and thought we should let our son stay with his grandparents. I was nervous but I had faith that they would take care of him well.,content
I recently took my dog on a walk with out a leash and he did great.,content
I was driving from Seattle to Los Angeles in the winter a few years back_comma_ and one of the mountain passes closed because of snow.  Luckily I had extra food and blankets with me in the car.,content
There was bad weather expected in our area_comma_ so I made sure to get water and bread.,content
Looking through my old yearbook the other day,content
An old friend wanted to get together. It would have been fun_comma_ but he is a guy and I knew it would bother my husband so I didn't meet him. ,content
Sitting on the beach in Panama City,content
I hired someone to clean my house the other day and I wasn't going to be home.  But they had good reviews on Facebook.,content
I just knew my dad was going to get better. He had the flu but I knew he would get better,content
I have a notebook of all my daughters scribbles and drawings,content
I am getting everything together for my meeting tomorroe,content
I'm going off to college soon so I'll be moving away from the small city I grew up in. It's a bit tough because I loved living here.,content
My girlfriend has been acting suspicious lately. Guarding her phone_comma_ being absent here and there when she didn't used to be. Having weird excuses for her weird behavior. She tells me nothing is going on_comma_ and I try to believe her. I don't know how much longer that will last.,content
I lost a job I had for many years. I wasn't sure what I would do_comma_ but I felt things would work out,content
I love strawberry shortcake ice cream. Its the only ice cream I eat. Reminds me of being little,content
I had to make sure that I had someone to pick up the kids from school. I trusted that my mother would pick them up on time.,content
friends are most believable persons in my life,content
I love getting together with my brother and reminiscing about when we were younger,content
i'm feeling mixed emotions about not having children,content
I get emotional thinking about my brothers_comma_ they re really important to me,content
Getting bags packed,content
When the aliens came and said they wanted to show me their spaceship I went in.  I asked what the tool were for_comma_ but they said something unrelated to me.,content
I dropped money on the ground in public.  A kind and honest stranger saw me drop it and returned the money to me.  I trusted that person after that.,content
I miss the old days when people would just talk and not check their phones every few minutes,content
I went back to a former place of employment and felt nostalgic for the times I had worked there,content
I was at Target the other day with my daughter and I saw that they are selling Teddy Ruxpin that I used to have from the 80's!  Man_comma_ that brought back some great memories!,content
I just really trust people,content
This summer i have been able to have my daughter stay with me. While we have not done anything particularly special it has been a great time for use and we are both fairly happy. We enjoy just spending time together and relaxing. We have been able to bond a great deal these past few months!,content
I am so ready for football season_comma_ the Eagles are playing their first game in a few minutes!,content
Realizing tonight how grown up our children are.  It won't be long before they are out of our house completely.,content
Finishing all my work and wrapping-up the day gives me the feeling of being at peace with the world.,content
I found it difficult to throw away my old cutlery collection.,content
I felt a peace when I was able to stay home with my daughter after she was born. I would always be nervous if someone else was watching her other then myself. When my husband got this great job so I could stay home I was a peace.,content
I have faith that one day things will all work out.,content
I get my blood test results back tomorrow. I'm sure my results should be better than last year.,content
Once_comma_ I had the chance to betray a friend that has always been truthful and honest to me. I didn't take the chance and stayed faithful to that friendship.,content
My best friend is the bomb. She is like family to me.,content
i was ready for that job interview,content
I won a 10k race on the weekend,content
I have faith in my girlfriend of almost 3 years now_comma_ I believe everything she says,content
I had this girlfriend a few months back that I really cared for. Unfortunately things didn't work out but the breakup was mutual and I still really think highly of her for how honest she always was.,content
im going to a concert on sunday_comma_ i am thinking its going to be good,content
I have all of my kids first day pics in an album. I get emottional every first day of school,content
I am getting married next year. I wish my future wife won't cheat on me,content
I was going through some clutter in the attic this weekend and found a box of my old baseball stuff in it.  It brought back lots of good memories,content
I was cleaning my attic and found my old NES,content
Went through all my daughters ballet tshirts from the time she was 2 until now (15).  Reminded me of how little she was at one time.,content
EVen though it is hard...I have been very committed to someone even when they do not deserve it...No one else has helped them in their life..being a stable and healthy home..so I have.,content
Yesterday my kids played on their waterslide while we grilled some food. I was so content watching them play.,content
I miss when I was younger. I was able to stay up all night then!,content
yesterday I made the bed with new sheets and comforter. Last night I was pretty tired and decided to try out the new bed and watch my shows. Omg_comma_ those sheets were so comfortable I fell asleep in the middle of my show.,content
I volunteer at a dog rescue.   we have a dog who was very petrified of us.  she would cry and cower if you approached her.  One day I sat down and held her and she let out a sigh and fell asleep in my arms.  I never felt such pride and believed in the process as much as I did then,content
i knew i shouldnt have trusted my brother with my dog,content
I found my son's old report cards from school. He was always into mischief.,content
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,content
I wish my mom had made a scrapbook of my childhood. I like passing down things,content
I used to play video games in my childhood. My daughter is playing the same game with updated version. It remembers me my childhood.,content
I've been studying for my final math exam for the past two weeks. Never felt so ready!,content
Watching old disney movies_comma_ they were so good. Land before time is a favorite.,content
Finding my mother's picture.,content
I feel prepared for my job interview today. Hopefully it shows.,content
I took a trip to Israel last year. I read online about the questions they ask. I was definitely ready for the border agents.,content
When i ate thanksgiving dinner last year,content
I actualy made a list when I went grocery shopping today. I forgot nothing!,content
I am ok with being average in life.,content
My sister and I went through some old pictures,content
I love watching my kids play outside. It's so relaxing.,content
I've been feeling so down_comma_ I miss my family. I think it's time to go visit.,content
Our dining room table is beat up but it belonged to my grandma.,content
Yesterday I had my final Physics exam and I think I nailed it_comma_ due to studying so hard.,content
I love my wife.  She would never cheat on me.,content
I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,content
i had the chance to cheat on my girlfriend the other day and I didn't,content
I'm really happy with my life right now_comma_ I don't know if I want to add kids to it,content
I drove by a treehouse off the side of the road this morning. It made me stop and remember my treehouse from childhood. It kind of brought me down a little bit_comma_,content
I just dyed my hair for the first time by myself. I spent a lot of time watching videos on how to do it to make sure i was ready.,content
I found the mug my grandfather used to use all the time. It was hidden in a box in the attic. Really brought back memories. ,content
i really love keeping up with old family traditions i grew up with,content
I have done lots of research for a job interview I'm going for.,content
I heard a song from an old show and it made me feel so old hearing it after so long.,content
getting ready for irma ,content
I saw a dog on the side of the road that had been hit by a car_comma_ it was so sad,content
With the way the world has been going_comma_ I've been trying to get off the grid as much as possible. I'm investing in solar power and starting my own little farm.,content
We often get bad storms in the fall and spring. I have put together a storm emergency kit for the basement.,content
I feel nostalgic about childhood holidays. The sun always shone and we had so much fun!,content
I remember the good days of Halo 3. It was one of the best moments of my life as a kid.,content
I saw a picture of an old movie i saw as a kid and i felt a bit sad.,content
I remember singing in the choir as a child.  It takes me back to a special time.,content
I was going through my childhood photos,content
I saw a lady walking with her jack russell yesterday. I miss mine.,content
I had just gotten out of a bad marriage and started to date again. When you've been cheated and abused its hard to even think about bringing someone else into your life and start dating. But I did and its been the best year of my life!,content
I am happy to relax on this fine day,content
There's a restaurant I go to often with my family. After all these years_comma_ they're closing down.,content
My phone broke_comma_ so I attempted to buy a phone from a co-worker. I gave him the money and he promised to bring the phone the next day. He forgot it_comma_ but he did bring it the following day.,content
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,content
When my partner went out of her way to make my day better. with gifts. ,content
Getting my things ready for florida,content
I have been a loyal custoer to my phone carrier for years. They always give me free things.,content
I'm going to be away from my girlfriend for a year_comma_ but she should know that she can trust me. ,content
I ran into some old friends the other day and we were all reminiscing about the old days and its been making me relive moments,content
I have just got the news about my grandmother. She is not gonna be improving and will be dying.,content
I watched Spice World yesterday.  I couldn't help but think about all of the fun times I had in junior high school watching that movie repeatedly,content
I would never cheat on a partner. It goes against everything I believe in.,content
I TRUST MY WIFE,content
My husband and I just celebrated out ninth wedding anniversary.  We've been through a lot of changes but we still love each other just as much.,content
I recently had a nice meal.  It was Italian food_comma_ my favorite. ,content
A friend of mine is trying to open a business managing money for other people.  I believe I am going to give him my savings to manage_comma_ I believe he is a reliable peron.,content
My former roomate left her cat keychain here. We fought a lot_comma_ but I kinda miss her now.,content
I was at Target the other day with my daughter and I saw that they are selling Teddy Ruxpin that I used to have from the 80's!  Man_comma_ that brought back some great memories!,content
I would never cheat on my wife like my brother cheated on his wife,content
The first outing after my baby was born was daunting. I was so excited when we returned home without a major catastrophe.,content
The time a girl tried to kiss me at a party. I already had a girlfriend.,content
A girl hit on me at an event_comma_ but I've got a girlfriend. Not interested.,content
I just celebrated my 35th wedding anniversary and I have never been happier in my marriage!,content
I miss my dog this time of year.,content
I had faith my dad was going to get better in the hospital. It was just a feeling I had,content
I felt pretty nice today. Just sat on the patio and relaxed,content
I finally got my physical this year. Been putting it off.,content
Sometimes I just sit home and look at my kids baby pictures,content
After taking my test_comma_ completing the application and getting letters of recommendation_comma_ I am ready to submit my law school application for the fall.,content
Spaghetti always reminds me of my grandmother. She made the best spaghetti.,content
I miss when my daughter was a baby... I feel like it's all a ablur now,content
i feel very hopeful for the future.,content
I know my friend is going to come through this weekend. He gave me his word,content
My girlfriend enjoys going out with her friends for lady night once a month. I dont mind since I know she wont do anything stupid.,content
 I have always  been faithful to my girlfiend of almost 3 years,content
My friends invited me to a party that involved alcohol and drugs. I decided to not drink or anything because I am a Christian.,content
I knew I was in a good relationship when I felt safe and secure. My last girlfriend I just had this feeling that she was the one I was searching for_comma_ forever.,content
I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.,content
Watching old disney movies_comma_ they were so good. Land before time is a favorite.,content
Days like today remind me of when I was a kid. I had so much fun back then.,content
My husband and I went to dinner.  We were looking at photos of our kids when they were little.  It amazes me that one is already 18 and the other is just 2 short years away from being an adult also.,content
I've been more meticulous in planning my lunches_comma_ and I've started to lose weight. I think it's because I've been portioning out my food better_comma_ but doing it in advance helps a lot.,content
Getting ready to file quarterly taxes and I have been very diligent with organization this year so I am prepared,content
I was looking at old childhood photos... good memories,content
I just finished eating a fantastic meat loaf. I've been cooking a lot lately and am pleased with my results. ,content
I rejected an offer from a competitor company and wanted to stay in my current organisation out of loyalty,content
I got to play hours of video games after a tough week of work last night. It was so refreshing.,content
My mom sent me a package of my old comics from when I was a kid.,content
There are many ways to go life ways do it yourself do not ask help from any and do not believe any one ,content
It's raining right now after high humidity and heat in the UK which_comma_ while it isn't much compared to other countries_comma_ is short-lived so we don't have much time to acclimatise. I'm so happy it's cooling down.,content
A situation where I felt ready for the task was the job interview with my previous place of employment.,content
i was ready for that interview last week!,content
I was playing a game recently and a reminded me of childhood.,content
I took my boots off after a long day of working outside and MAN_comma_ the smell!,content
Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,content
I have been working on getting better at my job. I have been reading a lot of materials to get me ready for that.,content
When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen.,content
I've been feeling really old all day_comma_ and thinking of times from my childhood when I had no cares whatsoever. Everything seemed so free back then.,content
I get nostalgic when I think back to a birthday in my teens when all of my friends and I went to a comedy movie and all had fun.,content
I had a crazy week with 4 big events and I'm so happy to be at home relaxing in the air conditioning today. ,content
I just ate a huge meal that I prepared myself,content
I'm going out of town next week_comma_ I think I have everything ready.,content
I didn't trust many people when i was young. So when i made my first friend i knew i finally found someone to trust.,content
allowing my neighbor to babysit my twins,content
Kids grow-up so fast_comma_  It seem like yesterday that mine were babies_comma_ and now the oldest is beginning high school.,content
I made sure to get my car inspected and an overall check for my road trip next week. Always good to make sure everything is running smoothly.,content
I was going on vacation. I planned out the route_comma_ packed everything I could possibly need_comma_ and made reservations far in advance. I even checked the weather.,content
I found an old box of toys from my childhood in the attic.  Talk about blast from the past!  Such good memories!,content
Had a interview for a new job.  Really wanted it so found out all I could.  Got the job.,content
I have already bought all my books for this semester.,content
I was able to find some Blue Bell ice cream on sale the other day.,content
I promised my wife I wouldn't drink alcohol and I haven't in 1 year,content
When the hurricane came last year_comma_ I made sure to stock up on supplies and board all the windows. I didn't want anything bad to happen.,content
My husband and I went to dinner.  We were looking at photos of our kids when they were little.  It amazes me that one is already 18 and the other is just 2 short years away from being an adult also.,content
When I think back to the early 2000's_comma_ it was such a great time for me personally. Everything was perfect.,content
A friend of mine is trying to open a business managing money for other people.  I believe I am going to give him my savings to manage_comma_ I believe he is a reliable peron.,content
"I heard that song ""Somewhere Out There"" and it took me back to my childhood watching ""Fivel Goes West"" with my mom and dad.",content
I remember when fast food used to be really cheap.  Those were the good old days.,content
Whenever I return to home from outside_comma_ my pet shows his love extremely. I forgot all my tired and get brisk in evening.,content
I have an interview coming up and have done lots of research,content
A co-worker of my husband asked me out on a date. I think that was rude and i told him no.,content
Not long ago a met a woman and felt totally in sync with her_comma_ right off the bat. We started dating and things were going really well. ,content
I can't believe my son is turning 4 tomorrow. He was just a sweet_comma_ chubby baby a minute ago.,content
I went into my closet the other day thinking I had to go buy hangers_comma_ but I found a pack I had bought years ago and forgot about.,content
Listening to old music on youtube. The early 2000s had the best music.,content
I as considering a job change_comma_ leaving somewhere I had been for 16 years. I wasn't sure if it was the right thing.,content
My friend let his girlfriend go spend the night with her best guy friend.,content
After a long week at work_comma_ it is so nice to just be relaxing at home tonight.,content
nothing like visiting a place you used to live,content
I have a C average but still graduated with a degree.,content
I remember when a candy bar was only 50 cents.  Those were the good old days.,content
I always get sentimental when I look at old familly photographs.,content
madden came out today. i have been practicing to be good at it,content
I know I can pass my calculus test today!,content
The week has been going better. No big upsets_comma_ no drama. I hope it continues,content
I nailed a sales meeting last week. I knew what to expect,content
I took my boots off after a long day of working outside and MAN_comma_ the smell!,content
I trust my family way more than i should!,content
My grandmother is the prson that taught me how to cook. She is at the age now where she doesn't cook much anymore. Recently_comma_ she gave me all of her cookbooks and her apron.,content
One time I was hit on by a guy I liked at work. I was really interested in him_comma_ and I said no because I had a boyfriend.,content
I let my son use my debit card to go out to get pizza with his friends. I'm glad I know he won't abuse the privilege.,content
Last night I sat down and played a video game I hadn't played since the early 90's!,content
i was looking at my old pictures the other day,content
Last night I got myself all set up to watch some movies. Had popcorn and a blanket and my favorite animal. Felt nice to just veg.,content
Opened up to my girlfriend about my depression. She was very caring.,content
I was walking by my old house.,content
I looked back at some old photos and remembered all the good times I had. ,content
I always make a schedule for tomorrows activities. It keeps me busy and I never forget anaything,content
Going in for surgery_comma_ I've been trusting of the doctor.,content
It's getting into the dog days of summer and I've accomplished so much in the past two months. I think I am ready to just sit down and relax for a little bit.,content
I start school tomorrow. I am all ready and just finished getting all my supplies.,content
I felt pretty nice today. Just sat on the patio and relaxed,content
i knew i shouldnt have trusted my brother with my dog,content
My neighbor just had a baby and thinking about a friend that recently passed away I had to go grab bagels to take to the hospital. She always did that when someone had a baby.,content
Spent a day binge watching shows on netflix,content
I was at the mall the other day and I smelled some cinnamon rolls. It reminded me of my childhood and was such a good time!,content
One night I made myself a bowl of popcorn and some dessert. I then watched a movie on TV while eating this meal.,content
There is a crazy crime spree going on near me. I believe our police will get it taken care of though,content
workign when we had to change job locations,content
I knew my friend was going to be able to pick me up from work. He was trustworthy,content
I like my new manager. He is so kind and a good listener. I feel that I can trust him with any issue that I have.,content
watching old classic movies,content
When I had to pass my classes to graduate,content
I went skydiving many years ago and jumped out of a plane with someone strapped to my back. They had the parachute. They could have let me loose anytime they felt like it. I had a lot of trust that they were going to get me to the ground. ,content
when i worked for two months and expected nothing,content
I have to bake 10 cakes by tomorrow.  I am ready to do it though.,content
I have been faithful to my long time girlfriend. I would never cheat on her,content
I miss my favorite tv show. I really wish it was till on the air. ,content
I really miss my man_comma_ he went on a business trip to Europe. So I am here wearing his shirt.,content
Went to the beach the other day and remember how much my friend liked going together.,content
I finally have a job and paid off my student loans. ,content
my little brother told me he always has my back.,content
The EDM concert was pure bliss. But I think it was the drugs...,content
I was satisfied when I finally graduated from technical school.,content
I was recently promoted at work,content
Resting in my bed in the morning is a great feeling.,content
I found old family pictures... It's so bittersweet looking back,content
My daughter has been asked out on her first date. She and her boyfriend from school have been going out for a while now. He was very respectful by asking me if it would be ok.,content
Lending my vehicle to a friend_comma_ which I never do.,content
I went to the park yesterday and read a book under a tree. Felt so good to relax for awhile.,content
I remember singing in the choir as a child.  It takes me back to a special time.,content
I am happy to have a good vacation,content
I am sure Trump is doing what is best to our country.,content
I am fine with eating salads and sandwiches on this new diet. I think it is going to work.,content
I feel bad for parents who can't afford school clothes for their children.,content
I saw a picture of my mom. It made me miss her,content
I always bring my wife coffee in the morning even if I worked the night before.,content
My marriage,content
When I listen to smashmouth I remember the 90s and Shrek,content
I am planning to go camping this weekend. I bought everything that I need like food_comma_ tent_comma_ first aid kit. ,content
I was cleaning out my garage and found an old photo of me and my cousins when we were kids.,content
I get sentimental about my family_comma_ they mean a lot to me and I do not know what I would do without them,content
A friend of mine looked after my house while I went on vacation.,content
I recently watched a full series of an old cartoon I use to watch as a kid. I felt like I was 10 years old again.,content
I felt very content last week. I was on a boat in the sunshine.,content
I walked by my trophy case of super bowl rings with my old buddy the other day.  I could vividly picture throwing all those touchdown passes in the super bowls.,content
god has done so much for me in my life. i owe everything to him,content
I made a list of what to bring to the waterpark. Hopefully_comma_ I am ready and didn't forget anything.,content
School is about to start and we have everything we need.,content
Recently_comma_ a friend of mine who works for me was offered another job.  He is so vital to our team in our business.  I really did not want him to leave the company.  In the end_comma_ he was faithful to our company.  I am thankful for such a good friend.,content
Not long ago a met a woman and felt totally in sync with her_comma_ right off the bat. We started dating and things were going really well. ,content
My checking account was closed due to unforeseen circumstances and I needed to move a lot of money fast without anytime to open up an account. My best friend offered to put the money in their extra account and it would be safe until I was ready to move it.,content
I couldn't take my pets to where I moved to_comma_ so I had to leave them in the care of a friend for now. My friend is very kind but I get worried,content
I always like to be ready before a trip.,content
A situation where I felt ready for the task was the job interview with my previous place of employment.,content
I am thankful to have some time to relax today,content
I finally got some food today. So happy.,content
For this year_comma_ I received my vacation benefits for 10 days. It was good time spent,content
Fall is coming and my family used to have a big festival every year.  I wish we still did that.,content
Driving to visit my mom yesterday reminded me so much of my childhood.,content
I loaned my friend my new car for the weekend. I know she will look after it.,content
I am not usually someone who holds onto things_comma_ but I recently found my old school tie and photos.,content
I took my boots off after a long day of working outside and MAN_comma_ the smell!,content
About a month ago i found an old family photo album that i hadn't seen in a while.,content
My mom came over to visit last week. She was very helpful around the house. She really took care of all of my needs.,content
I am sure Trump is doing what is best to our country.,content
I watched my daughter start high school this week. It seems like just last week she was starting kindergarten.,content
i bought all my school supplies for this semester already. I think I am good to go,content
I was playing a game recently and a reminded me of childhood.,content
Yesterday my car broke down on the side of the road.  I got out and was trying to figure out what the problem was. Someone finally pulled over to help who thankfully knew cars_comma_ said they needed to go grab a few things to fix it and left me there waiting.  ,content
I have been practicing driving all week for my driver exam.,content
Just last week I had a conflict.  I wanted to go to the movies_comma_ but I already had plans to help a friend move. I stayed faithful to my friend and helped him.,content
I was going through old photos the other day of my child hood and my kids baby photos_comma_ and all the things that they have made me through the years. It brought back so many memories,content
i am visiting my old hometown on vacation.,content
I've always been a loyal wife and mother.,content
My last relationship_comma_ I never cheated on my partner_comma_ I was devoted to only them.,content
I finally got to go to the bathroom after holding it for 3 hours. Work is crazy busy sometimes.,content
When I was a little kid I used to put my faith in everybody.  I learned later on_comma_ as I matured that you can't rely on other people too much because only you know what is best for you in life while everyone else will try to use you if they see you doing too well in life,content
I was okay with moving to Texas even though I prefer the midwest. Cold weather makes me happy.,content
I love finding pictures of my kids as babies!,content
My son is turning 2 in a few months and it has me feeling this way.,content
My wife has been so supportive_comma_we dont  keep secrets,content
I hate to say this_comma_ but I miss school.,content
We had a group project_comma_ and everyone was delegated their parts.,content
My ex husband was a soldier. He deployed a lot and I never cheated.,content
I miss when I was younger. I was able to stay up all night then!,content
I found my old teddy bear in a box from a storage unit today.  It really brought back some memories.,content
Giving a friend access to my car thinking he'd take good car of it,content
I stumbled upon my old diary when packing for a move.,content
When I was a kid_comma_ we used to make caramel apples. They were such a wonderful treat.,content
I have a good feeling tonight is going to be fun. I am going to an event,content
I get sentimental about my brothers_comma_ they are very important to me,content
I get sad when I think of my aunt. I wish she was still here,content
I found the baby braclet they put on my father when he was born at the hospital.,content
Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,content
When I met with my boyfriend at the naval base after his boot camp_comma_ I had to have faith that he would be in a certain spot_comma_ so that I could find him in the crowd.,content
I bought a used car from my old neighbor last week.,content
When my husband and I were younger and our children were small_comma_ we were on really tight budget. One day at church_comma_ when it was time to give out tithe_comma_ I knew we had only about $40 in our bank account. I wrote a check for $40. I put my faith in God to carry us. Within a few days_comma_ I received an unexpected care package from my mother_comma_ which included some cash.,content
Going on a vacation in a couple weeks,content
ive finally got married,content
One time I let this guy crash on my couch. He seemed like a nice guy_comma_ but he took advantage of me. I found out he was eating all my food and stealing money from my room.,content
I went skydiving for the first time. I had to strap myself to someone I didn't know_comma_ and jump out of a perfectly good plane.,content
i was cleaning my basement . I found a video game which i used to play  when i was child. it brought lot of good memories!!,content
There was a time my mom and dad didn't see each other for 4 years because of school.,content
i found an old pyrex at the store like the one my mom used to have,content
I used to want to have almost every career available. Now I just want a decent paying job.,content
I'm always ready for anything. I carry so much stuff with me just in case!,content
It's always best to be prepared before a big trip.,content
My dad gave me this gold necklace years and years ago. I really love it and I wear it every single day.,content
I knew I was going to pass my history final. I loved that class,content
My checking account was closed due to unforeseen circumstances and I needed to move a lot of money fast without anytime to open up an account. My best friend offered to put the money in their extra account and it would be safe until I was ready to move it.,content
I miss having a summer holiday like when I was a kid. When I was a kid_comma_ during summer_comma_ I was meeting my cousins and we had a lot of fun.,content
Lately I was sharing memories with my wife from before we got married and it was heartwarming.,content
Tomorrow we celebrate my daughters 16th birthday.  I can remember when she was 6 and obsessed with unicorns.  Time moves so quickly.,content
I anticipate a summer holiday in Dubai.that last experience was cool,content
once I realized I had packed everything I needed,content
